id;notification_header_id;channel;language;subject;title;body;to_recipient_rule;cc_recipient_rule;bcc_recipient_rule;phone_recipient_rule;is_active;created_by;created_date;last_modified_by;last_modified_date
20;5018;EMAIL;en;Urgent Consultation Request;;Urgent Consultation Request  for patient {{patientName}}. Department: {{toDepartmentName}}.;PHYSICIAN_DEPARTMENT_USERS;;;;true;admin;2026-07-02 00:00:00;admin;2026-07-02 00:00:00
21;5019;EMAIL;en;Urgent Consultation Request;;Urgent Consultation Request  for patient {{patientName}}. Department: {{toDepartmentName}}.;PRACTITIONER_EMAIL;;;;true;admin;2026-07-02 00:00:00;admin;2026-07-02 00:00:00
